ID,TRUE
1,yes
2,no
3,no
4,no
5,no
6,no
7,no
8,no
9,yes
10,no
11,no
12,no
13,yes
14,no
15,no
16,yes
17,yes
18,yes
19,no
20,yes
21,yes
22,yes
23,yes
24,yes
25,yes
26,no
27,no
28,yes
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,no
38,no
39,no
40,yes
41,no
42,no
43,no
44,no
45,no
46,no
47,no
48,no
49,no
50,no
51,yes
52,no
53,no
54,no
55,no
56,no
57,no
58,no
59,no
60,yes
61,no
62,no
63,no
64,yes
65,no
66,no
67,no
68,yes
69,no
70,yes
71,no
72,no
73,no
74,no
75,no
76,yes
77,yes
78,no
79,no
80,no
81,yes
82,no
83,no
84,yes
85,yes
86,no
87,no
88,no
89,yes
90,yes
91,yes
92,yes
93,no
94,no
95,no
96,yes
97,yes
98,no
99,yes
100,no
101,no
102,no
103,yes
104,no
105,no
106,no
107,no
108,yes
109,no
110,yes
111,no
112,yes
113,no
114,yes
115,no
116,yes
117,no
118,yes
119,yes
120,yes
121,no
122,yes
123,no
124,yes
125,yes
126,yes
127,yes
128,no
129,yes
130,no
131,yes
132,yes
133,no
134,no
135,yes
136,no
137,no
138,yes
139,no
140,no
141,yes
142,no
143,yes
144,no
145,no
146,no
147,no
148,no
149,yes
150,yes
151,yes
152,yes
153,no
154,yes
155,no
156,yes
157,no
158,no
159,no
160,no
161,yes
162,yes
163,no
164,yes
165,no
166,no
167,yes
168,no
169,yes
170,no
171,no
172,yes
173,yes
174,no
175,yes
176,no
177,no
178,yes
179,yes
180,yes
181,yes
182,yes
183,no
184,no
185,yes
186,yes
187,no
188,no
189,no
190,no
191,yes
192,yes
193,no
194,no
195,yes
196,no
197,no
198,yes
199,no
200,yes
201,no
202,no
203,yes
204,yes
205,no
206,no
207,yes
208,yes
209,yes
210,yes
211,no
212,yes
213,no
214,yes
215,yes
216,no
217,no
218,no
219,yes
220,yes
221,yes
222,yes
223,no
224,no
225,no
226,no
227,no
228,yes
229,no
230,yes
231,yes
232,no
233,no
234,yes
235,yes
236,no
237,no
238,yes
239,no
240,no
241,yes
242,no
243,yes
244,no
245,yes
246,yes
247,yes
248,no
249,yes
250,no
251,no
252,yes
253,no
254,no
255,no
256,no
257,no
258,no
259,yes
260,no
261,no
262,no
263,no
264,no
265,yes
266,no
267,yes
268,no
269,no
270,no
271,no
272,no
273,no
274,yes
275,no
276,no
277,no
278,yes
279,no
280,yes
281,yes
282,yes
283,yes
284,yes
285,yes
286,no
287,no
288,yes
289,yes
290,no
291,yes
292,yes
293,no
294,yes
295,no
296,yes
297,no
298,yes
299,no
300,yes
301,no
302,no
303,yes
304,yes
305,no
306,yes
307,no
308,yes
309,yes
310,no
311,no
312,no
313,no
314,yes
315,no
316,yes
317,yes
318,no
319,yes
320,no
321,yes
322,yes
323,no
324,yes
325,no
326,yes
327,no
328,no
329,no
330,no
331,yes
332,no
333,no
334,no
335,no
336,yes
337,yes
338,yes
339,no
340,no
341,no
342,no
343,no
344,yes
345,no
346,yes
347,no
348,no
349,no
350,yes
351,yes
352,no
353,no
354,no
355,no
356,no
357,no
358,yes
359,no
360,yes
361,no
362,yes
363,no
364,yes
365,no
366,no
367,no
368,no
369,yes
370,yes
371,yes
372,no
373,yes
374,yes
375,yes
376,no
377,no
378,no
379,yes
380,yes
381,no
382,yes
383,no
384,no
385,yes
386,yes
387,yes
388,yes
389,no
390,no
391,no
392,yes
393,yes
394,no
395,yes
396,yes
397,no
398,no
399,yes
400,yes
401,no
402,yes
403,no
404,no
405,no
406,no
407,no
408,no
409,no
410,no
411,yes
412,no
413,no
414,no
415,yes
416,yes
417,no
418,no
419,no
420,yes
421,no
422,no
423,no
424,no
425,no
426,no
427,yes
428,yes
429,yes
430,yes
431,no
432,yes
433,no
434,no
435,no
436,no
437,no
438,yes
439,no
440,no
441,yes
442,yes
443,no
444,no
445,yes
446,no
447,no
448,no
449,no
450,yes
451,yes
452,yes
453,yes
454,yes
455,no
456,no
457,no
458,no
459,no
460,no
461,yes
462,no
463,yes
464,no
465,no
466,yes
467,no
468,no
469,yes
470,yes
471,no
472,yes
473,no
474,yes
475,no
476,no
477,no
478,yes
479,no
480,no
481,no
482,no
483,yes
484,no
485,yes
486,no
487,yes
488,no
489,no
490,yes
491,no
492,no
493,yes
494,no
495,yes
496,yes
497,yes
498,yes
499,no
500,no
501,no
502,yes
503,no
504,no
505,no
506,yes
507,yes
508,yes
509,yes
510,no
511,no
512,no
513,no
514,no
515,yes
516,no
517,yes
518,no
519,yes
520,no
521,yes
522,yes
523,no
524,no
525,yes
526,yes
527,no
528,no
529,yes
530,no
531,yes
532,no
533,no
534,yes
535,no
536,no
537,no
538,yes
539,no
540,no
541,no
542,yes
543,no
544,no
545,no
546,yes
547,no
548,no
549,no
550,no
551,no
552,no
553,yes
554,no
555,no
556,no
557,no
558,yes
559,no
560,yes
561,no
562,no
563,yes
564,no
565,yes
566,yes
567,no
568,no
569,yes
570,yes
571,no
572,no
573,no
574,no
575,yes
576,yes
577,no
578,no
579,no
580,no
581,yes
582,yes
583,no
584,no
585,no
586,yes
587,yes
588,yes
589,no
590,no
591,yes
592,no
593,no
594,no
595,yes
596,no
597,yes
598,no
599,no
600,no
601,no
602,no
603,no
604,no
605,yes
606,yes
607,no
608,no
609,yes
610,yes
611,no
612,yes
613,yes
614,yes
615,yes
616,no
617,yes
618,yes
619,no
620,no
621,yes
622,no
623,no
624,no
625,yes
626,yes
627,yes
628,yes
629,no
630,yes
631,no
632,no
633,yes
634,yes
635,yes
636,no
637,yes
638,no
639,yes
640,no
641,yes
642,yes
643,no
644,no
645,no
646,no
647,yes
648,no
649,yes
650,no
651,no
652,yes
653,yes
654,no
655,no
656,no
657,no
658,no
659,yes
660,no
661,no
662,no
663,no
664,yes
665,no
666,no
667,no
668,yes
669,no
670,no
671,no
672,no
673,yes
674,no
675,no
676,yes
677,no
678,no
679,yes
680,no
681,yes
682,yes
683,no
684,yes
685,yes
686,no
687,yes
688,yes
689,yes
690,no
691,no
692,no
693,yes
694,no
695,yes
696,yes
697,no
698,no
699,no
700,yes
701,yes
702,no
703,no
704,no
705,yes
706,yes
707,no
708,no
709,no
710,no
711,yes
712,yes
713,no
714,no
715,no
716,yes
717,no
718,no
719,yes
720,yes
721,no
722,no
723,yes
724,no
725,no
726,yes
727,no
728,yes
729,yes
730,no
731,no
732,yes
733,yes
734,no
735,no
736,no
737,no
738,no
739,yes
740,no
741,no
742,no
743,no
744,no
745,yes
746,no
747,yes
748,yes
749,no
750,yes
751,no
752,no
753,yes
754,no
755,yes
756,yes
757,yes
758,yes
759,yes
760,no
761,no
762,no
763,yes
764,no
765,no
766,no
767,no
768,no
769,no
770,no
771,no
772,yes
773,no
774,yes
775,yes
776,no
777,no
778,yes
779,yes
780,no
781,no
782,yes
783,no
784,no
785,no
786,no
787,no
788,no
789,yes
790,no
791,no
792,no
793,no
794,no
795,yes
796,no
797,yes
798,yes
799,no
800,no
801,no
802,no
803,no
804,yes
805,no
806,no
807,no
808,yes
809,no
810,no
811,no
812,no
813,yes
814,yes
815,yes
816,no
817,yes
818,no
819,yes
820,no
821,no
822,yes
823,yes
824,no
825,no
826,no
827,no
828,yes
829,no
830,yes
831,no
832,no
833,no
834,no
835,yes
836,no
837,yes
838,no
839,yes
840,yes
841,no
842,no
843,no
844,no
845,yes
846,no
847,yes
848,no
849,yes
850,yes
851,no
852,yes
853,no
854,yes
855,no
856,no
857,yes
858,no
859,yes
860,no
861,no
862,no
863,no
864,no
865,no
866,no
867,no
868,yes
869,no
870,yes
871,no
872,no
873,yes
874,yes
875,no
876,no
877,no
878,yes
879,no
880,no
881,no
882,yes
883,yes
884,no
885,yes
886,yes
887,yes
888,no
889,no
890,yes
891,yes
892,no
893,yes
894,yes
895,yes
896,no
897,no
898,no
899,yes
900,yes
901,yes
902,no
903,no
904,yes
905,no
906,no
907,no
908,no
909,no
910,yes
911,no
912,yes
913,no
914,no
915,yes
916,yes
917,no
918,no
919,yes
920,yes
921,yes
922,yes
923,yes
924,yes
925,no
926,no
927,no
928,no
929,no
930,no
931,yes
932,no
933,yes
934,yes
935,no
936,yes
937,no
938,no
939,yes
940,no
941,no
942,no
943,yes
944,yes
945,no
946,yes
947,yes
948,no
949,no
950,no
951,no
952,no
953,yes
954,no
955,no
956,no
957,yes
958,no
959,yes
960,yes
961,no
962,no
963,no
964,yes
965,no
966,no
967,yes
968,no
969,no
970,yes
971,no
972,no
973,no
974,no
975,no
976,yes
977,yes
978,yes
979,yes
980,no
981,no
982,no
983,yes
984,no
985,no
986,no
987,no
988,yes
989,no
990,yes
991,no
992,yes
993,yes
994,yes
995,no
996,yes
997,no
998,no
999,no
1000,no